Title,Contents
Wiki-Backend 개발 가이드-mapper 파일명 및 필드명 네이밍 규칙,"mapper 폴더 하위에 목적에 맞게 폴더를 생성하고, 폴더하위에 파일을 생성함.
반드시, 파일명과 namespace 명을 일치시킵니다.
예를 들어, 파일명이 User.xml 일때, User.xml 내용의 <mapper namespace=""User""> 로 일치시킴
이 부분이 일치되지 않는 경우 프론트에서 호출하는 User.getUserList 가 어디에 있는지 찾기기 힘듭니다.
MySQL DB 의 기본 설정은 대소문자를 구분하기 때문에, 기본 설정을 사용하기 위해서는 다음 규칙을 따라야 합니다.
1. 테이블명은 소문자로 통일
2. 필드명은 Camel Case 로 UserId, RegDate, RegUser 와 같은 형태로, 프론트엔드 스크립트에서 사용하는 변수명과 동일하게 해야 됩니다.
3. 쿼리문은 Json 데이터의 Key 값과 동일하게 다음과 같이 작성합니다.
SELECT UserId, RegDate, RegUser FROM users
만약 필드명이 userid, regdate, reguser 로 되어 있다면
SELECT userid AS UserId, regdate AS RegDate, reguser AS RegUser FROM usres 로 작성해야 되기 때문에 이와 같이 Alias 문을 사용하지 않기 위해서 Key 값과 동일한 대소문자로 필드값을 작성해야 됩니다."
Wiki-Backend 개발 가이드-MariaDB에서 테이블명세서 추출 쿼리,"```sql
SELECT a.TABLE_NAME '테이블명', a.TABLE_COMMENT '논리테이블명', b.ORDINAL_POSITION '순번', b.COLUMN_NAME '컬럼명', b.DATA_TYPE '데이터 타입', b.COLUMN_TYPE '데이터 길이', b.COLUMN_KEY 'KEY', b.IS_NULLABLE 'NULL허용', b.EXTRA '자동여부', b.COLUMN_DEFAULT '디폴트값', b.COLUMN_COMMENT '컬럼설명'
FROM information_schema.TABLES a
JOIN information_schema.COLUMNS b ON a.TABLE_NAME = b.TABLE_NAME AND a.TABLE_SCHEMA = b.TABLE_SCHEMA
WHERE a.TABLE_SCHEMA = 'DB명'
ORDER BY a.TABLE_NAME, b.ORDINAL_POSITION;
```"
Wiki-Backend 개발 가이드-MS SQL 만년 달력 테이블 생성,"```sql
DECLARE @StartDate  date = '20220811';
DECLARE @CutoffDate date = DATEADD(DAY, -1, DATEADD(YEAR, 5, @StartDate));
;WITH seq(n) AS
(
SELECT 0 UNION ALL SELECT n + 1 FROM seq
WHERE n < DATEDIFF(DAY, @StartDate, @CutoffDate)
),
d(d) AS
(
SELECT DATEADD(DAY, n, @StartDate) FROM seq
),
src AS
(
SELECT
TheDate         = CONVERT(datetime, d),
TheDay          = DATEPART(DAY,       d),
TheDayName      = DATENAME(WEEKDAY,   d),
TheWeek         = DATEPART(WEEK,      d),
TheISOWeek      = DATEPART(ISO_WEEK,  d),
TheDayOfWeek    = DATEPART(WEEKDAY,   d),
TheMonth        = DATEPART(MONTH,     d),
TheMonthName    = DATENAME(MONTH,     d),
TheQuarter      = DATEPART(Quarter,   d),
TheYear         = DATEPART(YEAR,      d),
TheFirstOfMonth = DATEFROMPARTS(YEAR(d), MONTH(d), 1),
TheLastOfYear   = DATEFROMPARTS(YEAR(d), 12, 31),
TheDayOfYear    = DATEPART(DAYOFYEAR, d)
FROM d
)
INSERT INTO S_CALENDAR (BASEDATE, DW)
SELECT TheDate, TheDayName
FROM src
ORDER BY TheDate
OPTION (MAXRECURSION 0);
```"
Wiki-Backend 개발 가이드-MyBatis mapper 에서 foreach 를 사용하여 여러개의 sql 실행,"```lua
<foreach item=""item"" index=""index"" collection=""ItemTypes"">
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES (
FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999),
#{item.type}
);
</foreach>
와 같이 foreach 의 property 인 open, separator, close 를 선언하여 따로 "";"" 을 지정하지 말고, query 문에 ; 를 기입하도록 합니다.
만약 properties 를 사용한다면 아래와 같이 separator="";"" close="";"" 를 선언합니다. 이렇게 해야지만 데이터가 없을 때 빈 ; 가 찍히지 않습니다.
<foreach item=""item"" index=""index"" collection=""ItemTypes"" separator="";"" close="";"">
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES (
FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999),
#{item.type}
)
</foreach>
다중쿼리를 실행하기 위해서는 jdbc connection string 에 allowMultiQueries=true 를 지정해 주어야 됨
하지만 상기와 같은 방법은 데이터 array 수 만큼 INSERT 문이 실행되어 트랜젝션이 발생하므로, 아래와 같은 방법이 바람직하다.
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES
<foreach item=""item"" index=""index"" collection=""ItemTypes"" separator="","" close="""">
(
FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999),
#{item.type}
)
</foreach>
그리고, foreach 문에서 FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999) 와 같이 호출하면
중복된 키값이 채번될 수 있으므로,
(SELECT FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999))
와 같이 subquery 를 써 주면 된다.
따라서,
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES
<foreach item=""item"" index=""index"" collection=""ItemTypes"" separator="","" close="""">
(
(SELECT FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999)),
#{item.type}
)
</foreach>
```"
Wiki-Backend 개발 가이드-MyBatis mapper 에서 foreach 를 사용하여 여러개의 sql 실행,"```lua
<foreach item=""item"" index=""index"" collection=""ItemTypes"">
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES (
FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999),
#{item.type}
);
</foreach>
와 같이 foreach 의 property 인 open, separator, close 를 선언하여 따로 "";"" 을 지정하지 말고, query 문에 ; 를 기입하도록 합니다.
만약 properties 를 사용한다면 아래와 같이 separator="";"" close="";"" 를 선언합니다. 이렇게 해야지만 데이터가 없을 때 빈 ; 가 찍히지 않습니다.
<foreach item=""item"" index=""index"" collection=""ItemTypes"" separator="";"" close="";"">
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES (
FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999),
#{item.type}
)
</foreach>
다중쿼리를 실행하기 위해서는 jdbc connection string 에 allowMultiQueries=true 를 지정해 주어야 됨
하지만 상기와 같은 방법은 데이터 array 수 만큼 INSERT 문이 실행되어 트랜젝션이 발생하므로, 아래와 같은 방법이 바람직하다.
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES
<foreach item=""item"" index=""index"" collection=""ItemTypes"" separator="","" close="""">
(
FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999),
#{item.type}
)
</foreach>
그리고, foreach 문에서 FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999) 와 같이 호출하면
중복된 키값이 채번될 수 있으므로,
(SELECT FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999))
와 같이 subquery 를 써 주면 된다.
따라서,
INSERT INTO Sccustreserveitem
(
ReserveItemId,
Type
) VALUES
<foreach item=""item"" index=""index"" collection=""ItemTypes"" separator="","" close="""">
(
(SELECT FLOOR(DATE_FORMAT(NOW(), '%Y%m%d%H%i%s') + RAND() * 899999999999999)),
#{item.type}
)
</foreach>
```"
Wiki-Backend 개발 가이드-Mybatis mapper 파일 수정시 자동 refresh,"context-mapper.xml 의
<bean id=""sqlSessionFactory"" class=""softzion.common.datasource.RefreshableSqlSessionFactoryBean"">
[Share](https://stackoverflowteams.com/c/softzion/a/153/5)
[Edit](https://stackoverflowteams.com/c/softzion/posts/153/edit)
Follow
answered Sep 2, 202"
Wiki-Backend 개발 가이드-MyBatis ORACLE에서 다중쿼리 실행,"```jsx
<insert id=""insertMetaColumnBatch"" parameterType=""map"">
{call
declare
begin
<foreach item=""item"" index=""index"" collection=""lists"" open="""" separator="";"" close="";"">
..... #{item. } ....
</foreach>
end
}
</insert>
```
오라클은 MySQL 과 같이 다중쿼리를 실행하기 위해서는 jdbc connection string 이 없음"
Wiki-Backend 개발 가이드-MyBatis 에 RefreshableSqlSessionFactoryBean 적용으로 서버 재시작 없이 수정된 SQL문 즉시 적용,"```xml
common-api 1.0.2 이상 지원
context-mapper.xml 에 다음을 적용
<!-- 3. SqlSessionFactoryBean 설정 -->
<!-- bean id=""sqlSessionFactory"" class=""org.mybatis.spring.SqlSessionFactoryBean"" -->
<bean id=""sqlSessionFactory"" class=""softzion.common.datasource.RefreshableSqlSessionFactoryBean"">
```"
Wiki-Backend 개발 가이드-MySQL 개인정보 필드 암호화,"```bash
모든 전화번호(Mobile, TelNo)필드, 이메일(Email)필드 암호화합니다.
Insert/Update 시 : HEX(AES_ENCRYPT(#{Mobile}, 'SALEVIS4'))
Select 시 : CAST(AES_DECRYPT(UNHEX(Mobile), 'SALEVIS4') AS CHAR) AS Mobile
Where 조건 사용시 : Mobile = HEX(AES_ENCRYPT(#{Mobile}, 'SALEVIS4'))
전화번호의 경우 필드를 암호화 해 놓은 경우 검색시 like 검색을 할수가 없다.
따라서, 국번 또는 전화번호 4자리 검색을 위해 Mobile(TelNo) 필드와 지역번호(02, 010) 필드, 국번필드(앞4자리), 전화번호(뒤4자리) 필드를 따로 가지게 하고, 검색시 다음과 같은 조건문을 사용한다.
AND (Mobile = HEX(AES_ENCRYPT(#{Mobile}, 'SALEVIS4')) OR Mobile1 = HEX(AES_ENCRYPT(#{Mobile}, 'SALEVIS4')) OR Mobile2 = HEX(AES_ENCRYPT(#{Mobile}, 'SALEVIS4')) OR Mobile3 = HEX(AES_ENCRYPT(#{Mobile}, 'SALEVIS4')))
또한, 전화번호 입력시 프론트에서 Mobile, TelNo, ContactMobile, ContactTelNo, Email, GdMobile 을 백엔드로 보내면, 백엔드에서 interceptor 에 의해 Encryption.java 에서 Mobile, Mobile1, Mobile2, Mobile3 와 같이 param 을 자동으로 쪼개서 생성해 준다.
따라서,
<if test='Mobile != null'>Mobile = HEX(AES_ENCRYPT(#{Mobile}, 'SALEVIS4')),</if>
<if test='Mobile != null'>Mobile1 = HEX(AES_ENCRYPT(#{Mobile1}, 'SALEVIS4')),</if>
<if test='Mobile != null'>Mobile2 = HEX(AES_ENCRYPT(#{Mobile2}, 'SALEVIS4')),</if>
<if test='Mobile != null'>Mobile3 = HEX(AES_ENCRYPT(#{Mobile3}, 'SALEVIS4')),</if>
와 같이 insert, update 를 하면 Mobile1, Mobile2, Mobile3 필드에도 쪼개진 값이 자동으로 들어간다.
MySQL 의 AES_ENCRYPT 는 AES-128 만 지원함
MySQL 의 PASSWORD 함수는 독립적인 암호화 알고리즘을 사용하며 암호화 결과로 41바이트 길이의 스트링으로 변환
```"
Wiki-Backend 개발 가이드-MySQL 달력 만들기,"```sql
-- 지정범위의 주별 달력 만들기
SELECT MIN(CASE WHEN A.DOW = 1 THEN A.DOFM END) AS Sun,
MIN(CASE WHEN A.DOW = 2 THEN A.DOFM END) AS Mon,
MIN(CASE WHEN A.DOW = 3 THEN A.DOFM END) AS Tue,
MIN(CASE WHEN A.DOW = 4 THEN A.DOFM END) AS Wed,
MIN(CASE WHEN A.DOW = 5 THEN A.DOFM END) AS Thu,
MIN(CASE WHEN A.DOW = 6 THEN A.DOFM END) AS Fri,
MIN(CASE WHEN A.DOW = 7 THEN A.DOFM END) AS Sat
FROM (WITH RECURSIVE CALENDAR AS (SELECT 1                                   AS LEVEL,
DAYOFMONTH('2022-01-01') AS DOFM,
DAYOFWEEK('2022-01-01') AS DOW,
WEEK('2022-01-01')      AS WOY
UNION ALL
SELECT CALENDAR.LEVEL + 1,
DAYOFMONTH(DATE_ADD('2022-01-01', INTERVAL CALENDAR.LEVEL DAY)),
DAYOFWEEK(DATE_ADD('2022-01-01', INTERVAL CALENDAR.LEVEL DAY)),
WEEK(DATE_ADD('2022-01-01', INTERVAL CALENDAR.LEVEL DAY))
FROM CALENDAR
WHERE CALENDAR.LEVEL <= DATEDIFF('2022-12-31', '2022-01-01'))
SELECT *
FROM CALENDAR) A
GROUP BY A.WOY
ORDER BY A.WOY;
-- 지정범위의 날짜 만들기
WITH RECURSIVE CALENDAR AS (SELECT 1                                   AS LEVEL,
'2022-01-01' AS D,
DAYOFWEEK('2022-01-01') AS DOW,
WEEK('2022-01-01')      AS WOY
UNION ALL
SELECT CALENDAR.LEVEL + 1,
DATE_ADD('2022-01-01', INTERVAL CALENDAR.LEVEL DAY),
DAYOFWEEK(DATE_ADD('2022-01-01', INTERVAL CALENDAR.LEVEL DAY)),
WEEK(DATE_ADD('2022-01-01', INTERVAL CALENDAR.LEVEL DAY))
FROM CALENDAR
WHERE CALENDAR.LEVEL <= DATEDIFF('2022-12-31', '2022-01-01'))
SELECT *
FROM CALENDAR;
```"
Wiki-Backend 개발 가이드-MySQL 에서 DB LOCK 조회,"```sql
SELECT straight_join
dl.THREAD_ID
, est.SQL_TEXT
, dl.OBJECT_SCHEMA
, dl.OBJECT_NAME
, dl.INDEX_NAME
, dl.LOCK_TYPE
, dl.LOCK_MODE
, dl.LOCK_STATUS
, dl.LOCK_DATA
FROM
performance_schema.data_locks dl inner join performance_schema.events_statements_current est on dl.THREAD_ID = est.THREAD_ID
ORDER BY est.TIMER_START,dl.OBJECT_INSTANCE_BEGIN;
show processlist ;
```"
Wiki-Backend 개발 가이드-MySQL 테이블 명세서 출력 쿼리,"```sql
SELECT A.TABLE_SCHEMA   AS DB,
A.TABLE_NAME     AS Table_ID,
A.TABLE_COMMENT  AS Table_NAME,
B.COLUMN_NAME    AS Column_ID,
B.COLUMN_COMMENT AS Column_Name,
B.DATA_TYPE      AS Data_Type,
CASE B.DATA_TYPE WHEN 'varchar' THEN B.CHARACTER_OCTET_LENGTH
WHEN 'char' THEN B.CHARACTER_OCTET_LENGTH
WHEN 'decimal' THEN CONCAT('(', B.NUMERIC_PRECISION, ',', B.NUMERIC_SCALE, ')')
WHEN 'numeric' THEN CONCAT('(', B.NUMERIC_PRECISION, ',', B.NUMERIC_SCALE, ')')
WHEN 'tinyint' THEN B.NUMERIC_PRECISION
WHEN 'smallint' THEN B.NUMERIC_PRECISION
WHEN 'mediumint' THEN B.NUMERIC_PRECISION
WHEN 'int' THEN B.NUMERIC_PRECISION
WHEN 'bigint' THEN B.NUMERIC_PRECISION
WHEN 'date' THEN B.DATETIME_PRECISION
WHEN 'datetime' THEN B.DATETIME_PRECISION
WHEN 'time' THEN B.DATETIME_PRECISION
WHEN 'timestamp' THEN B.DATETIME_PRECISION
ELSE B.CHARACTER_OCTET_LENGTH END AS Col_Length,
B.COLUMN_DEFAULT AS Default_Value,
B.IS_NULLABLE AS Is_Nullables,
CASE B.IS_NULLABLE WHEN 'NO' THEN 'N'
WHEN 'YES' THEN 'Y' END AS Is_Null,
CASE B.COLUMN_KEY WHEN 'PRI' THEN 'Y' ELSE '' END AS PK
FROM INFORMATION_SCHEMA.TABLES A,
INFORMATION_SCHEMA.COLUMNS B
WHERE A.TABLE_NAME = B.TABLE_NAME
AND A.TABLE_SCHEMA = B.TABLE_SCHEMA
AND A.TABLE_TYPE = 'BASE TABLE'
AND A.TABLE_SCHEMA in ('civasan')
order by Table_ID, B.ORDINAL_POSITION ;
```"
Wiki-Backend 개발 가이드-Mysql 페이징 속도 개선 방법,"[https://blog.lulab.net/database/optimize-pagination-sql-by-join-instead-of-limit/](https://blog.lulab.net/database/optimize-pagination-sql-by-join-instead-of-limit/)
macustomercluster 는 2,239,865 건, where ClusterNo = '9999' 는 233,647 건
select p.CustomerClusterId, p.CustomerId, p.CustomerName, p.ClusterNo from
( select CustomerClusterId from macustomercluster where ClusterNo = '9999' LIMIT 233530, 10
) q JOIN macustomercluster p ON p.CustomerClusterId = q.CustomerClusterId;
=> 0.156초
select p.CustomerClusterId, p.CustomerId, p.CustomerName, p.ClusterNo from macustomercluster p where ClusterNo = '9999' LIMIT 233540, 10;
=> 0.483초"
Wiki-Backend 개발 가이드-MySQL에서 Insert/Update,"```sql
테이블구조 :
CREATE TABLE tb_book (
mem_id VARCHAR(30)
, mem_contents VARCHAR(1000)
, del_flag CHAR(1) DEFAULT 'N'
, del_date DATETIME DEFAULT '1970-01-01 00:00:00'
);
ALTER TABLE tb_profile ADD UNIQUE (mem_id, del_date);
INSERT/UPDATE :
INSERT INTO tb_profile (
mem_id
, mem_contents
) VALUES (
'james'
, '페어마운틴고등학교를 졸업하고......'
)
ON DUPLICATE KEY UPDATE
mem_contents = '그가 연기자로서 출연한 작품은......';
DELETE :
UPDATE tb_profile SET del_flag = 'Y', del_date = NOW() WHERE mem_id='james' AND del_flag = 'N'
```"
"Wiki-Backend 개발 가이드-ORACLE 테이블스페이스생성, 사용자생성","1. su - oracle
2. sqlplus / as sysdba
3. 테이블스페이스 생성 :
CREATE TABLESPACE devtbs DATAFILE '/u01/app/oracle/oradata/devtbs_data.dbf' SIZE 10M AUTOEXTEND ON NEXT 10M;
4. 사용자생성 :
CREATE USER devuser IDENTIFIED BY devpass
DEFAULT TABLESPACE devtbs
TEMPORARY TABLESPACE temp;
5. 권한부여 :
GRANT CONNECT, RESOURCE, CREATE JOB, CREATE VIEW, CREATE ANY CONTEXT TO devuser;
GRANT EXECUTE ON DBMS_CRYPTO TO devuser;
6. 사용자삭제 :
DROP USER devuser CASCADE  (사용자가 생성한 table 이 있을 때, CASCADE 옵션 필요)"
Wiki-Backend 개발 가이드-ORACLE에서 Insert/Update,"오라클에서는 MySQL에서 처럼 인덱스 없이도 SQL문 기록한 조건에 따라 Insert/Update 가 가능함
MERGE INTO TB_SCORE S
USING TMP_SCORE T
ON (S.COURSE_ID = T.COURSE_ID AND S.STUDENT_ID = T.STUDENT_ID)
WHEN MATCHED THEN
UPDATE SET S.SCORE = T.SCORE
WHEN NOT MATCHED THEN
INSERT (S.COURSE_ID, S.STUDENT_ID, S.SCORE)
VALUES (T.COURSE_ID, T.STUDENT_ID, T.SCORE);"
Wiki-Backend 개발 가이드-REDIS 세션정보를 저장하는,"Backend 에서 REDIS 를 사용하는 목적은 WAS서버들 간에 세션정보를 공유하기 위함입니다. WAS 서버를 이중화하게 될 경우 WAS 서버간의 세션을 공유하기 위해 별도의 기술을 사용해야 됩니다.
예를 들어 톰캣의 경우 All-to-all Session Replication 설정을 통해 세션클러스터링을 할 수도 있습니다. 하지만 가장 좋은 방법은 현재 Salevis4 에서 사용하고 있는것과 같이 Session Storage 를 분리하는 방식입니다.
REDIS 는 Session Storage 역할을 수행합니다. Backend REDIS 설정시 다음 사항을 고려해 주세요.
- 통상은 REDIS 서버 포트인 6379 가 firewall 에서 안 열려 있기 때문에 외부에서 접속할 수는 없지만,
firewall 도 열려 있고, password 가 설정되어 있지 않은 경우는 매우 위험할 수 있으므로, password 설정을 꼭 해 주세요.
- LINUX의 REDIS 서버의 password 설정은 /etc/redis/redis.conf 파일에서
requirepass YOURPASSWORD
에 설정합니다. 설정후 재시작은 systemctl redis restart
Windows REDIS 서버의 password 설정은 C:\Program Files\Redis\redis.windows-service.conf 파일에서 설정합니다.
설정후 재시작은 windows 서비스에서 redis 재시작 합니다.
- Salevis4 backend 서버에서는 config-prd.properties 파일에서
salevis4.redis.connection.password=YOURPASSWORD
에 설정합니다.
- REDIS password 는 szrnd20210416 으로 모든 프로젝트에서 동일하게 사용합니다. 개발시 로컬 redis 패스워드를 일일히 바꿀 수 없으므로 일괄통일해서 사용합니다.
REIDIS 에 저장되는 세션정보는 다음 그림과 같습니다.
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-REDIS%20%E1%84%89%E1%85%A6%E1%84%89%E1%85%A7%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%E1%84%85%E1%85%B3%E1%86%AF%20%E1%84%8C%E1%85%A5%E1%84%8C%E1%85%A1%2063df52baa5c6425ba73047174e1f74ac/Untitled.png)
USER_CACHE - USER_CACHE:테넌트아이디 Bucket에 USERID 로 key 를 Generate 해서 저장합니다.
value 는 logincontroller 에서 MySession 이라는 객체를 생성하여 저장하는데 common-api 에서 그림과 같이 json string 형태로 변환하여 저장됩니다.
REDIS 는 Bucket 구조를 사용할수 있는데 그림과 같은 폴더구조라고 보시면 됩니다.
Bucket 밑에는 문서가 있는데 문서는 Hash 테이블 구조의 key / value 형식의 list 입니다.
위의 그림은 REDIS 를 GUI 로 관리할 수 있게 해 주는 redis desktop manager 입니다. redis desktop manager 는 현재 유료버전으로 바뀌었으며,
[https://softzion.sharepoint.com/sites/msteams_d48474/Shared%20Documents/%EC%A7%80%EC%8B%9D%EA%B3%B5%EC%9C%A0/redis-desktop-manager-0.8.8.384.zip](https://softzion.sharepoint.com/sites/msteams_d48474/Shared%20Documents/%EC%A7%80%EC%8B%9D%EA%B3%B5%EC%9C%A0/redis-desktop-manager-0.8.8.384.zip)
에서 무료버전일때 프로그램을 다운로드 받을 수 있습니다.
REDIS 데이터 커맨드창에서 확인하기
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-REDIS%20%E1%84%89%E1%85%A6%E1%84%89%E1%85%A7%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%E1%84%85%E1%85%B3%E1%86%AF%20%E1%84%8C%E1%85%A5%E1%84%8C%E1%85%A1%2063df52baa5c6425ba73047174e1f74ac/Untitled%201.png)
REDIS 세션에는 타임아웃 기능이 있습니다.
1. 설정은 config-prd.properties 파일에서 다음을 설정합니다.
# redis Token & Token Cookie expire Time TimeUnit : HOURS, MINUTES
com.softz.cookie.token.expire_timeunit=HOURS
# redis Token & Token Cookie expire Time
com.softz.cookie.token.expire_time=24
- HOURS, 24 의 경우 24시간
- MINUTES, 30 의 경우 30분
2. 세션 타임아웃 기능 동작 방식은
- REDIS 에서 세션정보는 아래와 같이 디렉토리 구조로 저장되며,
USER_CACHE:테넌트아이디 디렉토리 하위에 userkey 별 세션정보가 key & value 형태로 저장됩니다.
- redis 는 각 디렉토리별 타임아웃 시간을 지정할 수 있으며, 디렉토리가 최초 생성될 때 config-prd.properties 에 지정된 시간으로 timeout 설정을 하며, 이 시간이 경과되면 디렉토리가 자동으로 삭제됩니다.
- 디렉토리 밑에 어떤 key 를 access(조회) 하더라도, 해당디렉토리는 시간이 연장되기 때문에 디렉토리는 삭제되지 않습니다.
- 단, key 에 access(조회) 할 때, value 에 담긴 MySession.accesstime 정보를 현재시간으로 갱신하도록 하여, 삭제되지 않은 key 값에 대해서도 타임아웃 여부를 체크하는 이중 타임아웃 체크 구조 입니다.
- Redis desktop manager 에서 디렉토리를 선택하면 우측상단에 TTL 값이 나오는데, 이 값이 만료까지 남은 초 입니다. 선택할 때 마다 계속 줄어드는 것을 확인할 수 있습니다.
- ** requirepass 는 2개의 파일에 모두 수정해야 합니다. redis.windows.conf파일과 redis.windows-service.conf
모바일에서 로그인하는 경우는 세션이 만료되지 않아야 됩니다.
따라서 이를 위해 모바일용 세션을 처리하는 방법은 userkey 앞부분에 ""MCACHE"" 라는 문자열을 붙이면 해당 userkey 는 redis 모듈에서 TTL 을 체크하지 않습니다.
MCACHE 가 붙은 userkey 들은 아래 그림과 같이 MOBILE_CACHE 라는 상위폴더에 MOBILE_CACHE:테넌트아이디 키에 생성되며, 해당 키는 TTL: -1 로 TTL 체크를 하지 않습니다.
![Untitled](Wiki-Backend%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3-REDIS%20%E1%84%89%E1%85%A6%E1%84%89%E1%85%A7%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%87%E1%85%A9%E1%84%85%E1%85%B3%E1%86%AF%20%E1%84%8C%E1%85%A5%E1%84%8C%E1%85%A1%2063df52baa5c6425ba73047174e1f74ac/Untitled%202.png)"
